seqnames,starts,ends,set,gene_name,gene_start,diff_next,diff_prev
chr3,23818411,24015019,valid,RPL15,23916715,28544.0,110813.0
chr3,23846955,24043563,valid,NR1D2,23945259,1332.0,28544.0
chr3,23848287,24044895,valid,NKIRAS1,23946591,548691.0,1332.0
chr3,24396978,24593586,valid,THRB,24495282,679049.0,548691.0
chr3,25076027,25272635,valid,RARB,25174331,490168.0,679049.0
chr3,25566195,25762803,valid,TOP2B,25664499,125267.0,490168.0
chr3,25691462,25888070,valid,OXSM,25789766,273.0,125267.0
chr3,25691735,25888343,valid,NGLY1,25790039,832766.0,273.0
chr3,26524501,26721109,valid,LRRC3B,26622805,746655.0,832766.0
chr3,27271156,27467764,valid,NEK10,27369460,353251.0,746655.0
chr3,27624407,27821015,train,EOMES,27722711,518883.0,353251.0
chr3,28143290,28339898,train,CMC1,28241594,107533.0,518883.0
chr3,28250823,28447431,train,AZI2/ZCWPW2,28349127/28349145,18.0,107533.0
chr3,28476486,28673094,train,RBMS3,28574790,2031711.0,225645.0
chr3,30508197,30704805,train,TGFBR2,30606501,288264.0,2031711.0
chr3,30796461,30993069,train,GADL1,30894765,637872.0,288264.0
chr3,31434333,31630941,train,STT3B,31532637,449133.0,637872.0
chr3,31883466,32080074,train,ZNF860,31981770,95810.0,449133.0
chr3,31979276,32175884,train,OSBPL10,32077580,28108.0,95810.0
chr3,32007384,32203992,train,GPD1L,32105688,132990.0,28108.0
chr3,32140374,32336982,train,CMTM8,32238678,152992.0,132990.0
chr3,32293366,32489974,train,CMTM7,32391670,111738.0,152992.0
chr3,32405104,32601712,train,CMTM6,32503408,67466.0,111738.0
chr3,32472570,32669178,train,DYNC1LI1,32570874,114270.0,67466.0
chr3,32586840,32783448,train,CNOT10,32685144,132873.0,114270.0
chr3,32719713,32916321,train,TRIM71,32818017,133556.0,132873.0
chr3,32853269,33049877,train,CCR4,32951573,142730.0,133556.0
chr3,32995999,33192607,train,TMPPE,33094303,2927.0,142730.0
chr3,32998926,33195534,train,GLB1,33097230,16748.0,2927.0
chr3,33015674,33212282,train,CRTAP,33113978,105237.0,16748.0
chr3,33120911,33317519,train,SUSD5,33219215,57809.0,105237.0
chr3,33178720,33375328,train,FBXL2,33277024,164347.0,57809.0
chr3,33343067,33539675,train,UBP1,33441371,276985.0,164347.0
chr3,33620052,33816660,train,CLASP2,33718356,79995.0,276985.0
chr3,33700047,33896655,train,PDCD6IP,33798351,1840593.0,79995.0
chr3,35540640,35737248,train,ARPP21,35638944,741399.0,1840593.0
chr3,36282039,36478647,train,STAC,36380343,384006.0,741399.0
chr3,36666045,36862653,train,DCLK3,36764349,180708.0,384006.0
chr3,36846753,37043361,train,TRANK1,36945057,48111.0,180708.0
chr3,36894864,37091472,train,EPM2AIP1,36993168,163.0,48111.0
chr3,36895027,37091635,train,MLH1,36993331,183201.0,163.0
chr3,37078228,37274836,train,LRRFIP2,37176532,68770.0,183201.0
chr3,37146998,37343606,train,GOLGA4,37245302,140966.0,68770.0
chr3,37287964,37484572,train,C3orf35,37386268,65846.0,140966.0
chr3,37353810,37550418,train,ITGA9,37452114,409845.0,65846.0
chr3,37763655,37960263,train,CTDSPL,37861959,126099.0,409845.0
chr3,37889754,38086362,train,VILL,37988058,41704.0,126099.0
chr3,37931458,38128066,train,PLCD1,38029762,9442.0,41704.0
chr3,37940900,38137508,train,DLEC1,38039204,98038.0,9442.0
chr3,38038938,38235546,train,ACAA1,38137242,1235.0,98038.0
chr3,38040173,38236781,train,MYD88,38138477,26611.0,1235.0
chr3,38066784,38263392,train,OXSR1,38165088,100723.0,26611.0
chr3,38167507,38364115,train,SLC22A13,38265811,16482.0,100723.0
chr3,38183989,38380597,train,SLC22A14,38282293,64466.0,16482.0
chr3,38248455,38445063,train,XYLB,38346759,107091.0,64466.0
chr3,38355546,38552154,train,ACVR2B,38453850,42276.0,107091.0
chr3,38397822,38594430,train,EXOG,38496126,153547.0,42276.0
chr3,38551369,38747977,train,SCN5A,38649673,144337.0,153547.0
chr3,38695706,38892314,train,SCN10A,38794010,156551.0,144337.0
chr3,38852257,39048865,train,SCN11A,38950561,101436.0,156551.0
chr3,38953693,39150301,train,WDR48,39051997,56366.0,101436.0
chr3,39010059,39206667,train,GORASP1,39108363,721.0,56366.0
chr3,39010780,39207388,train,TTC21A,39109084,37638.0,721.0
chr3,39048418,39245026,train,CSRNP1,39146722,45874.0,37638.0
chr3,39094292,39290900,train,XIRP1,39192596,89139.0,45874.0
chr3,39183431,39380039,train,CX3CR1,39281735,47970.0,89139.0
chr3,39231401,39428009,train,CCR8,39329705,53642.0,47970.0
chr3,39285043,39481651,train,SLC25A38,39383347,23341.0,53642.0
chr3,39308384,39504992,train,RPSA,39406688,60509.0,23341.0
chr3,39368893,39565501,train,MOBP,39467197,341716.0,60509.0
chr3,39710609,39907217,train,MYRIP,39808913,500785.0,341716.0
chr3,40211394,40408002,train,EIF1B,40309698,77457.0,500785.0
chr3,40288851,40485459,train,ENTPD3,40387155,70136.0,77457.0
chr3,40358987,40555595,train,RPL14,40457291,19821.0,70136.0
chr3,40378808,40575416,train,ZNF619,40477112,28879.0,19821.0
chr3,40407687,40604295,train,ZNF620,40505991,18886.0,28879.0
chr3,40426573,40623181,train,ZNF621,40524877,669959.0,18886.0
chr3,41096532,41293140,train,CTNNB1,41194836,767594.0,669959.0
chr3,41864126,42060734,train,ULK4,41962430,51371.0,767594.0
chr3,41915497,42112105,train,TRAK1,42013801,251106.0,51371.0
chr3,42166603,42363211,train,CCK,42264907,145693.0,251106.0
chr3,42312296,42508904,train,LYZL4,42410600,78698.0,145693.0
chr3,42390994,42587602,train,VIPR1,42489298,92541.0,78698.0
chr3,42483535,42680143,train,SS18L2,42581839,18774.0,92541.0
chr3,42502309,42698917,train,NKTR,42600613,467.0,18774.0
chr3,42502776,42699384,train,SEC22C,42601080,52603.0,467.0
chr3,42555379,42751987,train,ZBTB47,42653683,31835.0,52603.0
chr3,42587214,42783822,train,KLHL40,42685518,17309.0,31835.0
chr3,42604523,42801131,train,HHATL,42702827,70377.0,17309.0
chr3,42674900,42871508,train,CCDC13,42773204,31327.0,70377.0
chr3,42706227,42902835,train,HIGD1A,42804531,220.0,31327.0
chr3,42706447,42903055,train,ACKR2,42804751,71414.0,220.0
chr3,42777861,42974469,train,CYP8B1,42876165,29565.0,71414.0
chr3,42807426,43004034,train,ZNF662,42905730,31131.0,29565.0
chr3,42838557,43035165,train,KRBOX1,42936861,42405.0,31131.0
chr3,42880962,43077570,train,FAM198A,42979266,126810.0,42405.0
chr3,43007772,43204380,train,POMGNT2,43106076,180435.0,126810.0
chr3,43188207,43384815,train,SNRK,43286511,403601.0,180435.0
chr3,43591808,43788416,train,ABHD5,43690112,1482.0,403601.0
chr3,43593290,43789898,train,ANO10,43691594,550291.0,1482.0
chr3,44143581,44340189,train,TOPAZ1,44241885,96667.0,550291.0
chr3,44240248,44436856,train,TCAIM,44338552,90513.0,96667.0
chr3,44330761,44527369,train,LINC00694,44429065,48605.0,90513.0
chr3,44379366,44575974,train,ZNF445,44477670,32966.0,48605.0
chr3,44412332,44608940,train,ZNF852,44510636,44556.0,32966.0
chr3,44456888,44653496,train,ZKSCAN7,44555192,23030.0,44556.0
chr3,44479918,44676526,train,ZNF660,44578222,6665.0,23030.0
chr3,44486583,44683191,train,ZNF197,44584887,63839.0,6665.0
chr3,44550422,44747030,train,ZNF35,44648726,63916.0,63839.0
chr3,44614338,44810946,train,ZNF502,44712642,16953.0,63916.0
chr3,44631291,44827899,train,ZNF501,44729595,32067.0,16953.0
chr3,44663358,44859966,train,KIAA1143/KIF15,44761662/44761716,54.0,32067.0
chr3,44763564,44960172,train,TMEM42,44861868,12742.0,100152.0
chr3,44776306,44972914,train,TGM4,44874610,100630.0,12742.0
chr3,44876936,45073544,train,EXOSC7,44975240,945.0,100630.0
chr3,44877881,45074489,train,ZDHHC3,44976185,49997.0,945.0
chr3,44927878,45124486,train,CLEC3B,45026182,120240.0,49997.0
chr3,45048118,45244726,train,CDCP1,45146422,79856.0,120240.0
chr3,45127974,45324582,train,TMEM158,45226278,162227.0,79856.0
chr3,45290201,45486809,train,LARS2,45388505,166888.0,162227.0
chr3,45457089,45653697,train,LIMD1,45555393,133792.0,166888.0
chr3,45590881,45787489,train,SACM1L,45689185,107350.0,133792.0
chr3,45698231,45894839,train,SLC6A20,45796535,89968.0,107350.0
chr3,45788199,45984807,train,CCR9,45886503,29539.0,89968.0
chr3,45817738,46014346,train,LZTFL1,45916042,24890.0,29539.0
chr3,45842628,46039236,train,CXCR6,45940932,54892.0,24890.0
chr3,45897520,46094128,train,FYCO1,45995824,31918.0,54892.0
chr3,45929438,46126046,train,XCR1,46027742,135861.0,31918.0
chr3,46065299,46261907,train,CCR3,46163603,44793.0,135861.0
chr3,46110092,46306700,train,CCR1,46208396,145337.0,44793.0
chr3,46255429,46452037,train,CCR2,46353733,17120.0,145337.0
chr3,46272549,46469157,train,CCR5,46370853,36309.0,17120.0
chr3,46308858,46505466,train,CCRL2,46407162,78072.0,36309.0
chr3,46386930,46583538,train,LTF,46485234,12256.0,78072.0
chr3,46399186,46595794,train,RTP3,46497490,77043.0,12256.0
chr3,46476229,46672837,train,TDGF1,46574533,5566.0,77043.0
chr3,46481795,46678403,train,LRRC2,46580099,32335.0,5566.0
chr3,46514130,46710738,train,RP11-509I21.2,46612434,81270.0,32335.0
chr3,46595400,46792008,train,ALS2CL,46693704,7628.0,81270.0
chr3,46603028,46799636,train,TMIE,46701332,35097.0,7628.0
chr3,46638125,46834733,train,PRSS46,46736429,8326.0,35097.0
chr3,46646451,46843059,train,PRSS45,46744755,89340.0,8326.0
chr3,46735791,46932399,train,PRSS42,46834095,43650.0,89340.0
chr3,46779441,46976049,train,PTH1R,46877745,4424.0,43650.0
chr3,46783865,46980473,train,MYL3,46882169,97513.0,4424.0
chr3,46881378,47077986,train,NBEAL2,46979682,2328.0,97513.0
chr3,46883706,47080314,train,CCDC12,46982010,181957.0,2328.0
chr3,47065663,47262271,train,SETD2,47163967,119484.0,181957.0
chr3,47185147,47381755,train,KIF9,47283451,3768.0,119484.0
chr3,47188915,47385523,train,KLHL18,47287219,93791.0,3768.0
chr3,47282706,47479314,train,PTPN23,47381010,96116.0,93791.0
chr3,47378822,47575430,train,SCAP,47477126,36635.0,96116.0
chr3,47415457,47612065,train,ELP6,47513761,67031.0,36635.0
chr3,47482488,47679096,train,CSPG5,47580792,201314.0,67031.0
chr3,47683802,47880410,train,SMARCC1,47782106,20821.0,201314.0
chr3,47704623,47901231,train,DHX30,47802927,286345.0,20821.0
chr3,47990968,48187576,train,MAP4,48089272,99130.0,286345.0
chr3,48090098,48286706,train,CDC25A,48188402,34944.0,99130.0
chr3,48125042,48321650,train,CAMP,48223346,17753.0,34944.0
chr3,48142795,48339403,train,ZNF589,48241099,60586.0,17753.0
chr3,48203381,48399989,train,NME6,48301685,26656.0,60586.0
chr3,48230037,48426645,train,SPINK8,48328341,43877.0,26656.0
chr3,48273914,48470522,train,FBXW12,48372218,57833.0,43877.0
chr3,48331747,48528355,train,PLXNB1,48430051,10300.0,57833.0
chr3,48342047,48538655,train,CCDC51,48440351,3496.0,10300.0
chr3,48345543,48542151,train,TMA7,48443847,2862.0,3496.0
chr3,48348405,48545013,train,ATRIP,48446709,19101.0,2862.0
chr3,48367506,48564114,train,TREX1,48465810,39016.0,19101.0
chr3,48406522,48603130,train,SHISA5,48504826,56900.0,39016.0
chr3,48463422,48660030,train,PFKFB4,48561726,2047.0,56900.0
chr3,48465469,48662077,train,UCN2,48563773,31494.0,2047.0
chr3,48496963,48693571,train,COL7A1,48595267,15709.0,31494.0
chr3,48512672,48709280,train,UQCRC1,48610976,10879.0,15709.0
chr3,48523551,48720159,train,TMEM89,48621855,13638.0,10879.0
chr3,48537189,48733797,train,SLC26A6,48635493,27422.0,13638.0
chr3,48564611,48761219,train,CELSR3,48662915,23449.0,27422.0
chr3,48588060,48784668,train,NCKIPSD,48686364,53989.0,23449.0
chr3,48642049,48838657,train,IP6K2,48740353,107218.0,53989.0
chr3,48749267,48945875,train,PRKAR2A,48847571,51422.0,107218.0
chr3,48800689,48997297,train,SLC25A20,48898993,20392.0,51422.0
chr3,48821081,49017689,train,ARIH2OS,48919385,2094.0,20392.0
chr3,48823175,49019783,train,ARIH2,48921479,68509.0,2094.0
chr3,48891684,49088292,train,P4HTM,48989988,17166.0,68509.0
chr3,48908850,49105458,train,WDR6,49007154,13304.0,17166.0
chr3,48922154,49118762,train,NDUFAF3,49020458,1835.0,13304.0
chr3,48923989,49120597,train,DALRD3,49022293,7022.0,1835.0
chr3,48931011,49127619,train,IMPDH2,49029315,65048.0,7022.0
chr3,48996059,49192667,train,QRICH1,49094363,10772.0,65048.0
chr3,49006831,49203439,train,QARS,49105135,15803.0,10772.0
chr3,49022634,49219242,train,USP19,49120938,12180.0,15803.0
chr3,49034814,49231422,train,LAMB2,49133118,33203.0,12180.0
chr3,49068017,49264625,train,CCDC71,49166321,5289.0,33203.0
chr3,49073306,49269914,train,KLHDC8B,49171610,20248.0,5289.0
chr3,49093554,49290162,train,C3orf84,49191858,6569.0,20248.0
chr3,49100123,49296731,train,CCDC36,49198427,79403.0,6569.0
chr3,49179526,49376134,train,C3orf62,49277830,62882.0,79403.0
chr3,49242408,49439016,train,USP4,49340712,17888.0,62882.0
chr3,49260296,49456904,train,GPX1,49358600,53602.0,17888.0
chr3,49313898,49510506,train,RHOA/TCTA,49412202/49412205,3.0,53602.0
chr3,49324449,49521057,train,AMT,49422753,6573.0,10548.0
chr3,49331022,49527630,train,NICN1,49429326,39376.0,6573.0
chr3,49370398,49567006,train,DAG1,49468702,85786.0,39376.0
chr3,49456184,49652792,train,BSN,49554488,119513.0,85786.0
chr3,49575697,49772305,train,APEH,49674001,15497.0,119513.0
chr3,49591194,49787802,train,MST1/RNF123,49689498/49689501,3.0,15497.0
chr3,49618539,49815147,train,AMIGO3,49716843,7108.0,27342.0
chr3,49625647,49822255,train,GMPPB,49723951,62591.0,7108.0
chr3,49688238,49884846,train,IP6K1,49786542,13293.0,62591.0
chr3,49701531,49898139,train,CDHR4,49799835,3418.0,13293.0
chr3,49704949,49901557,train,FAM212A,49803253,10693.0,3418.0
chr3,49715642,49912250,train,UBA7,49813946,42628.0,10693.0
chr3,49758270,49954878,train,TRAIP,49856574,13648.0,42628.0
chr3,49771918,49968526,train,CAMKV,49870222,33622.0,13648.0
chr3,49805540,50002148,train,MST1R,49903844,26329.0,33622.0
chr3,49831869,50028477,train,MON1A,49930173,9833.0,26329.0
chr3,49841702,50038310,train,RBM6,49940006,148901.0,9833.0
chr3,49990603,50187211,train,RBM5,50088907,66137.0,148901.0
chr3,50056740,50253348,train,SEMA3F,50155044,36567.0,66137.0
chr3,50093307,50289915,train,GNAT1,50191611,13634.0,36567.0
chr3,50106941,50303549,train,SLC38A3,50205245,21046.0,13634.0
chr3,50127987,50324595,train,GNAI2,50226291,41266.0,21046.0
chr3,50169253,50365861,train,SEMA3B,50267557,11469.0,41266.0
chr3,50180722,50377330,train,LSMEM2,50279026,13804.0,11469.0
chr3,50194526,50391134,train,IFRD2,50292830,6287.0,13804.0
chr3,50200813,50397421,train,NAT6,50299117,351.0,6287.0
chr3,50201164,50397772,train,HYAL3,50299468,12913.0,351.0
chr3,50214077,50410685,train,HYAL1,50312381,10525.0,12913.0
chr3,50224602,50421210,train,HYAL2,50322906,5345.0,10525.0
chr3,50229947,50426555,train,TUSC2,50328251,12685.0,5345.0
chr3,50242632,50439240,train,RASSF1,50340936,5916.0,12685.0
chr3,50248548,50445156,train,ZMYND10,50346852,3842.0,5916.0
chr3,50252390,50448998,train,NPRL2,50350694,397.0,3842.0
chr3,50252787,50449395,train,CYB561D2,50351091,8519.0,397.0
chr3,50261306,50457914,train,TMEM115,50359610,144634.0,8519.0
chr3,50405940,50602548,train,CACNA2D2,50504244,64907.0,144634.0
chr3,50470847,50667455,train,HEMK1,50569151,1779.0,64907.0
chr3,50472626,50669234,train,C3orf18,50570930,40589.0,1779.0
chr3,50513215,50709823,train,MAPKAPK3,50611519,312.0,40589.0
chr3,50513527,50710135,train,CISH,50611831,63409.0,312.0
chr3,50576936,50773544,train,DOCK3,50675240,709806.0,63409.0
chr3,51286742,51483350,train,MANF,51385046,6221.0,709806.0
chr3,51292963,51489571,train,RBM15B,51391267,108735.0,6221.0
chr3,51401698,51598306,train,DCAF1,51500002,41577.0,108735.0
chr3,51443275,51639883,train,RAD54L2,51541579,129595.0,41577.0
chr3,51572870,51769478,train,TEX264,51671174,35895.0,129595.0
chr3,51608765,51805373,train,GRM2,51707069,72118.0,35895.0
chr3,51680883,51877491,train,IQCF6,51779187,47686.0,72118.0
chr3,51728569,51925177,train,IQCF3,51826873,34755.0,47686.0
chr3,51763324,51959932,train,IQCF2,51861628,12207.0,34755.0
chr3,51775531,51972139,train,IQCF5,51873835,29500.0,12207.0
chr3,51805031,52001639,train,IQCF1,51903335,38606.0,29500.0
chr3,51843637,52040245,train,RRP9,51941941,403.0,38606.0
chr3,51844040,52040648,train,PARP3,51942344,12969.0,403.0
chr3,51857009,52053617,train,GPR62,51955313,13097.0,12969.0
chr3,51870106,52066714,train,PCBP4,51968410,3015.0,13097.0
chr3,51873121,52069729,train,ABHD14A,51971425,11852.0,3015.0
chr3,51884973,52081581,train,ABHD14B,51983277,132.0,11852.0
chr3,51885105,52081713,train,ACY1,51983409,12533.0,132.0
chr3,51897638,52094246,train,RPL29,51995942,60608.0,12533.0
chr3,51958246,52154854,train,DUSP7,52056550,98140.0,60608.0
chr3,52056386,52252994,train,POC1A,52154690,43395.0,98140.0
chr3,52099781,52296389,train,ALAS1,52198085,28078.0,43395.0
chr3,52127859,52324467,train,TLR9,52226163,13094.0,28078.0
chr3,52140953,52337561,train,TWF2,52239257,6535.0,13094.0
chr3,52147488,52344096,train,PPM1M,52245792,41296.0,6535.0
chr3,52188784,52385392,train,GLYCTK,52287088,932.0,41296.0
chr3,52189716,52386324,train,WDR82,52288020,28298.0,932.0
chr3,52218014,52414622,train,DNAH1,52316318,94032.0,28298.0
chr3,52312046,52508654,train,BAP1,52410350,306.0,94032.0
chr3,52312352,52508960,train,PHF7,52410656,34429.0,306.0
chr3,52346781,52543389,train,SEMA3G,52445085,8985.0,34429.0
chr3,52355766,52552374,train,TNNC1,52454070,1047.0,8985.0
chr3,52356813,52553421,train,NISCH,52455117,40220.0,1047.0
chr3,52397033,52593641,train,STAB1,52495337,38675.0,40220.0
chr3,52435708,52632316,train,SMIM4,52534012,1042.0,38675.0
chr3,52436750,52633358,train,NT5DC2,52535054,146101.0,1042.0
chr3,52582851,52779459,train,GNL3,52681155,4762.0,146101.0
chr3,52587613,52784221,train,PBRM1,52685917,19037.0,4762.0
chr3,52606650,52803258,train,SPCS1,52704954,681.0,19037.0
chr3,52607331,52803939,train,GLT8D1,52705635,65314.0,681.0
chr3,52672645,52869253,train,NEK4,52770949,6642.0,65314.0
chr3,52679287,52875895,train,ITIH1,52777591,17176.0,6642.0
chr3,52696463,52893071,train,ITIH3,52794767,35972.0,17176.0
chr3,52732435,52929043,train,ITIH4,52830739,4480.0,35972.0
chr3,52736915,52933523,train,MUSTN1,52835219,62377.0,4480.0
chr3,52799292,52995900,train,TMEM110,52897596,148472.0,62377.0
chr3,52947764,53144372,train,SFMBT1,53046068,84394.0,148472.0
chr3,53032158,53228766,train,RFT1,53130462,25546.0,84394.0
chr3,53057704,53254312,train,PRKCD,53156008,100023.0,25546.0
chr3,53157727,53354335,train,TKT,53256031,72931.0,100023.0
chr3,53230658,53427266,train,CACNA1D,53328962,18648.0,72931.0
chr3,53249306,53445914,train,DCP1A,53347610,498780.0,18648.0
chr3,53748086,53944694,train,CHDH,53846390,189.0,498780.0
chr3,53748275,53944883,train,IL17RB,53846579,35623.0,189.0
chr3,53783898,53980506,train,ACTR8,53882202,9786.0,35623.0
chr3,53793684,53990292,train,SELENOK,53891988,230558.0,9786.0
chr3,54024242,54220850,train,CACNA2D3,54122546,844542.0,230558.0
chr3,54868784,55065392,train,LRTM1,54967088,523451.0,844542.0
chr3,55392235,55588843,train,WNT5A,55490539,977824.0,523451.0
chr3,56370059,56566667,train,ERC2,56468363,88797.0,977824.0
chr3,56458856,56655464,train,CCDC66,56557160,126077.0,88797.0
chr3,56584933,56781541,train,FAM208A,56683237,377203.0,126077.0
chr3,56962136,57158744,train,SPATA12,57060440,18375.0,377203.0
chr3,56980511,57177119,train,ARHGEF3,57078815,91491.0,18375.0
chr3,57072002,57268610,train,IL17RD,57170306,56215.0,91491.0
chr3,57128217,57324825,train,HESX1,57226521,1215.0,56215.0
chr3,57129432,57326040,train,APPL1,57227736,64946.0,1215.0
chr3,57194378,57390986,train,ASB14,57292682,251662.0,64946.0
chr3,57446040,57642648,train,DNAH12,57544344,11931.0,251662.0
chr3,57457971,57654579,train,PDE12,57556275,41945.0,11931.0
chr3,57499916,57696524,train,ARF4,57598220,94869.0,41945.0
chr3,57594785,57791393,train,DENND6A,57693089,62360.0,94869.0
chr3,57657145,57853753,train,SLMAP,57755449,252950.0,62360.0
chr3,57910095,58106703,train,FLNB,58008399,206298.0,252950.0
chr3,58116393,58313001,train,DNASE1L3,58214697,22808.0,206298.0
chr3,58139201,58335809,train,ABHD6,58237505,68741.0,22808.0
chr3,58207942,58404550,train,RPP14,58306246,1516.0,68741.0
chr3,58209458,58406066,train,RP11-80H18.3,58307762,25117.0,1516.0
chr3,58234575,58431183,train,PXK,58332879,100978.0,25117.0
chr3,58335553,58532161,train,PDHB,58433857,58256.0,100978.0
chr3,58393809,58590417,train,KCTD6,58492113,45206.0,58256.0
chr3,58439015,58635623,train,ACOX2,58537319,90291.0,45206.0
chr3,58529306,58725914,train,FAM107A,58627610,39238.0,90291.0
chr3,58568544,58765152,train,FAM3D,58666848,383236.0,39238.0
chr3,58951780,59148388,train,C3orf67,59050084,2201375.0,383236.0
chr3,61153155,61349763,train,FHIT,61251459,310109.0,2201375.0
chr3,61463264,61659872,train,PTPRG,61561568,757404.0,310109.0
chr3,62220668,62417276,train,C3orf14,62318972,55352.0,757404.0
chr3,62276020,62472628,train,FEZF2,62374324,501065.0,55352.0
chr3,62777085,62973693,train,CADPS,62875389,352925.0,501065.0
chr3,63130010,63326618,train,SYNPR,63228314,424353.0,352925.0
chr3,63554363,63750971,train,SNTN,63652667,166694.0,424353.0
chr3,63721057,63917665,train,C3orf49,63819361,44542.0,166694.0
chr3,63765599,63962207,train,THOC7,63863903,653.0,44542.0
chr3,63766252,63962860,train,ATXN7,63864556,159454.0,653.0
chr3,63925706,64122314,train,PSMD6,64024010,421466.0,159454.0
chr3,64347172,64543780,train,PRICKLE2,64445476,242524.0,421466.0
chr3,64589696,64786304,train,ADAMTS9,64688000,1350550.0,242524.0
chr3,65940246,66136854,train,MAGI1,66038550,95059.0,1350550.0
chr3,66035305,66231913,train,SLC25A26,66133609,367654.0,95059.0
chr3,66402959,66599567,train,LRIG1,66501263,497043.0,367654.0
chr3,66900002,67096610,train,KBTBD8,66998306,656308.0,497043.0
chr3,67556310,67752918,train,SUCLG2,67654614,349601.0,656308.0
chr3,67905911,68102519,train,FAM19A1,68004215,949082.0,349601.0
chr3,68854993,69051601,train,FAM19A4,68953297,60643.0,949082.0
chr3,68915636,69112244,train,EOGT,69013940,38363.0,60643.0
chr3,68953999,69150607,train,TMF1,69052303,28105.0,38363.0
chr3,68982104,69178712,train,UBA3,69080408,4535.0,28105.0
chr3,68986639,69183247,train,ARL6IP5,69084943,38089.0,4535.0
chr3,69024728,69221336,train,LMOD3,69123032,419551.0,38089.0
chr3,69444279,69640887,train,FRMD4B,69542583,196851.0,419551.0
chr3,69641130,69837738,train,MITF,69739434,573292.0,196851.0
chr3,70214422,70411030,train,RP11-231I13.2,70312726,1271263.0,573292.0
chr3,71485685,71682293,train,FOXP1,71583989,169635.0,1271263.0
chr3,71655320,71851928,train,EIF4E3,71753624,425.0,169635.0
chr3,71655745,71852353,train,GPR27,71754049,31157.0,425.0
chr3,71686902,71883510,train,PROK2,71785206,661415.0,31157.0
chr3,72348317,72544925,train,RYBP,72446621,415293.0,661415.0
chr3,72763610,72960218,train,SHQ1,72861914,26158.0,415293.0
chr3,72789768,72986376,train,GXYLT2,72888072,108712.0,26158.0
chr3,72898480,73095088,train,PPP4R2,72996784,64874.0,108712.0
chr3,72963354,73159962,train,EBLN2,73061658,562751.0,64874.0
chr3,73526105,73722713,train,PDZRN3,73624409,896731.0,562751.0
chr3,74422836,74619444,train,CNTN3,74521140,1264443.0,896731.0
chr3,75687279,75883887,train,ZNF717,75785583,121111.0,1264443.0
chr3,75808390,76004998,train,ROBO2,75906694,3861121.0,121111.0
chr3,79669511,79866119,train,ROBO1,79767815,1994346.0,3861121.0
chr3,81663857,81860465,train,GBE1,81762161,3196819.0,1994346.0
chr3,84860676,85057284,train,CADM2,84958980,2032139.0,3196819.0
chr3,86892815,87089423,train,VGLL3,86991119,236151.0,2032139.0
chr3,87128966,87325574,train,CHMP2B,87227270,49317.0,236151.0
chr3,87178283,87374891,train,POU1F1,87276587,714108.0,49317.0
chr3,87892391,88088999,train,HTR1F,87990695,68578.0,714108.0
chr3,87960969,88157577,train,ZNF654,88059273,90469.0,68578.0
chr3,88051438,88248046,train,CGGBP1,88149742,143.0,90469.0
chr3,88051581,88248189,train,C3orf38,88149885,188527.0,143.0
chr3,88240108,88436716,train,RP11-249L12.1,88338412,769111.0,188527.0
chr3,89009219,89205827,train,EPHA3,89107523,4866543.0,769111.0
chr3,93875762,94072370,train,PROS1,93974066,6072.0,4866543.0
chr3,93881834,94078442,train,ARL13B,93980138,48472.0,6072.0
chr3,93930306,94126914,train,STX19,94028610,34779.0,48472.0
chr3,93965085,94161693,train,DHFR2,94063389,422.0,34779.0
chr3,93965507,94162115,train,NSUN3,94063811,2554425.0,422.0
chr3,96519932,96716540,train,MTRNR2L12,96618236,196344.0,2554425.0
chr3,96716276,96912884,train,EPHA6,96814580,949940.0,196344.0
chr3,97666216,97862824,train,ARL6,97764520,57519.0,949940.0
chr3,97723735,97920343,train,CRYBG3,97822039,150418.0,57519.0
chr3,97874153,98070761,train,RIOX2,97972457,62847.0,150418.0
chr3,97937000,98133608,train,GABRR3,98035304,51868.0,62847.0
chr3,97988868,98185476,train,OR5AC2,98087172,45525.0,51868.0
chr3,98034393,98231001,train,OR5H1,98132697,16628.0,45525.0
chr3,98051021,98247629,train,OR5H14,98149325,19374.0,16628.0
chr3,98070395,98267003,train,OR5H15,98168699,95544.0,19374.0
chr3,98165939,98362547,train,OR5H6,98264243,18644.0,95544.0
chr3,98184583,98381191,train,OR5H2,98282887,70966.0,18644.0
chr3,98255549,98452157,train,OR5K4,98353853,36812.0,70966.0
chr3,98292361,98488969,train,OR5K3,98390665,78814.0,36812.0
chr3,98371175,98567783,train,OR5K1,98469479,28124.0,78814.0
chr3,98399299,98595907,train,OR5K2,98497603,25463.0,28124.0
chr3,98424762,98621370,train,CLDND1,98523066,8832.0,25463.0
chr3,98433594,98630202,train,GPR15,98531898,61825.0,8832.0
chr3,98495419,98692027,train,CPOX,98593723,138512.0,61825.0
chr3,98633931,98830539,train,ST3GAL6,98732235,169454.0,138512.0
chr3,98803385,98999993,train,DCBLD2,98901689,736785.0,169454.0
chr3,99540170,99736778,train,COL8A1,99638474,179359.0,736785.0
chr3,99719529,99916137,train,CMSS1,99817833,296680.0,179359.0
chr3,100016209,100212817,train,FILIP1L,100114513,146486.0,296680.0
chr3,100162695,100359303,train,TBC1D23,100260999,73701.0,146486.0
chr3,100236396,100433004,train,NIT2,100334700,66492.0,73701.0
chr3,100302888,100499496,train,TOMM70,100401192,206.0,66492.0
